"Year"|"Event Name"|"Order Type"|"Order Type Code"|"Announcement Date"|"Announcement Time"|"Time Zone"|"State"|"County"|"County FIPS"|"Evacuation Area"|"Effective Date"|"Effective Time"
"2018"|"Hurricane Michael"|"Mandatory evacuation order lifted"|"3"|"2018-10-11"|"09:00:00"|"EDT"|"FL"|"Citrus County"|"12017"|"Countywide"|"2018-10-11"|"09:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-09"|"08:00:00"|"EDT"|"FL"|"Dixie County"|"12029"|"Horseshoe Beach, Suwannee, Jena"|"2018-10-09"|"16:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-09"|"10:30:00"|"EDT"|"FL"|"Escambia County"|"12033"|"Zone A"|"2018-10-09"|"12:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"20:15:00"|"EDT"|"FL"|"Franklin County"|"12037"|"Whole county, but especially Dog Island, St George Island, Bald Point, Alligator Point, anyone along coast or in mobile; home"|"2018-10-09"|"08:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-09"|"13:30:00"|"EDT"|"FL"|"Gadsden County"|"12039"|"Mobile homes only"|"2018-10-09"|"13:30:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"10:55:00"|"EDT"|"FL"|"Gulf County"|"12045"|"All of Cape San Blas: All of Indian Pass area, Simmons Bayou, Highland View; Windmark;  In the City of Port St. Joe all areas from St. Joseph Bay to Long Avenue.; St. Joe Beach and Beacon Hill – Waterside of Hwy. 98; Those with high profile vehicles, living in mobile homes, low lying areas, or anyone who feels unsafe in their current location must evacuate (COUNTYWIDE)"|"2018-10-08"|"10:55:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"10:55:00"|"EDT"|"FL"|"Gulf County"|"12045"|"Hwy 98 Inland on St. Joe Beach and Beacon Hill"|"2018-10-08"|"10:55:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"12:00:00"|"EDT"|"FL"|"Hernando County"|"12053"|"Zones A & B"|"2018-10-09"|"08:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"15:55:00"|"EDT"|"FL"|"Levy County"|"12075"|"All coastal areas, including but not limited to Cedar Key, Yankeetown, areas along the Suwannee River, and any other areas that are along the Levy County coast."|"2018-10-09"|"06:00:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-09"|"17:30:00"|"EDT"|"FL"|"Liberty County"|"12077"|"Low-lying areas, mobile homes, and sub-standard housing"|"2018-10-09"|"17:30:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"18:20:00"|"EDT"|"FL"|"Okaloosa County"|"12091"|"Zones A, B, C (coastal, low-lying, all land south of US-98)"|"2018-10-08"|"18:20:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-09"|"12:20:00"|"EDT"|"FL"|"Pasco County"|"12101"|"Areas west of US-19 in areas vulnerable to potential storm rage & special needs residents, low-lying areas, anyone in building that experiences flooding following heavy rain"|"2018-10-09"|"12:20:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"14:45:00"|"EDT"|"FL"|"Santa Rosa County"|"12113"|"Mobile homes, in campers or at campsites or in low-lying areas"|"2018-10-08"|"14:45:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"14:00:00"|"EDT"|"FL"|"Taylor County"|"12123"|"Coastal and low lying areas"|"2018-09-10"|"14:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-09"|"10:50:00"|"EDT"|"FL"|"Taylor County"|"12123"|"Coastal, low-lying areas from Steinhatchee to the Aucilla River"|"2018-10-09"|"10:50:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"13:45:00"|"EDT"|"FL"|"Wakulla County"|"12129"|"Zone A (Coastal and low-lying areas), mobile homes, other weak structures"|"2018-08-10"|"20:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"18:00:00"|"EDT"|"FL"|"Walton County"|"12131"|"Zones A, B, C"|"2018-09-10"|"07:00:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"11:30:00"|"EDT"|"FL"|"Calhoun County"|"12013"|"Vulnerable population"|""|""
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"21:00:00"|"EDT"|"FL"|"Jackson County"|"12063"|"Mobile Homes, Manufactured Home, RV parks and State parks"|""|""
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"18:00:00"|"EDT"|"FL"|"Jefferson County"|"12065"|"Low lying areas and mobile homes"|"2018-10-08"|"18:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-09"|"15:30:00"|"EDT"|"FL"|"Jefferson County"|"12065"|"Low lying areas and mobile homes"|"2018-10-09"|"15:30:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order lifted"|"3"|"2018-10-14"|"11:00:00"|"EDT"|"FL"|"Jefferson County"|"12065"|"Low lying areas and mobile  homes"|"2018-10-14"|"11:00:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"14:30:00"|"EDT"|"FL"|"Leon County"|"12073"|"Low lying areas and mobile  homes"|"2018-10-08"|"14:30:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-09"|"13:15:00"|"EDT"|"FL"|"Madison County"|"12079"|"Mobile Homes and Unsafe Structures;"|"2018-10-09"|"13:15:00"
"2018"|"Hurricane Michael"|"Voluntary evacuation order"|"2"|"2018-10-08"|"19:15:00"|"EDT"|"FL"|"Washington County"|"12133"|"Vulnerable population"|"2018-10-08"|"19:15:00"
"2018"|"Hurricane Michael"|"State of emergency"|"0"|"2018-10-09"|"08:45:00"|"EDT"|"GA"|"92 counties"|""|""|"2018-10-09"|"08:45:00"
"2018"|"Hurricane Michael"|"State of emergency expanded"|"0"|"2018-10-10"|"13:00:00"|"EDT"|"GA"|"Butts, Clarke, Columbia, Elbert, Greene, Jasper, Lamar, Lincoln, McDuffie, Monroe, Morgan, Oconee, Oglethorpe, Putnam, Taliaferro & Wilkes"|""|""|"2018-10-10"|"13:00:00"
"2018"|"Hurricane Michael"|"State of emergency extended"|"0"|"2018-11-06"|"12:00:00"|"EDT"|"GA"|"108 counties"|""|""|"2018-11-06"|"12:00:00"
"2018"|"Hurricane Michael"|"State of emergency"|"0"|"2018-10-08"|"15:00:00"|"CDT"|"AL"|"Entire State"|""|""|""|""
"2018"|"Hurricane Michael"|"State of emergency"|"0"|"2018-10-09"|""|""|"SC"|"Entire State"|""|""|""|""
"2018"|"Hurricane Michael"|"State of emergency"|"0"|"2018-10-10"|""|""|"NC"|"Alamance, Anson, Beaufort, Bertie, Bladen, Brunswick, Camden, Carteret, Caswell, Chatham, Chowan, Columbus, Craven, Cumberland, Currituck, Dare, Davidson, Davie, Duplin, Durham, Edgecombe, Forsyth, Franklin, Gates, Granville, Greene, Guilford, Halifax, Harnett, Hertford, Hoke, Hyde, Johnston, Jones, Lee, Lenoir, Martin, Montgomery, Moore, Nash, New Hanover, Northampton, Onslow, Orange, Pamlico, Pasquotank, Pender, Perquimans, Person, Pitt, Randolph, Richmond, Robeson, Rockingham, Sampson, Scotland, Stokes, Surry, Tyrrell, Vance, Wake, Warren, Washington, Wayne, Wilson, and Yadkin (""the Emergency Area"")"|""|""|""|""
"2018"|"Hurricane Michael"|"State of emergency expanded"|"0"|"2018-10-11"|""|""|"NC"|"Alexander, Alleghany, Ashe, Avery, Buncombe, Burke, Cabarrus, Caldwell, Catawba, Cherokee, Clay, Cleveland, Gaston, Graham, Haywood, Henderson, Iredell, Jackson, Lincoln, Macon, Madison, McDowell, Mecklenburg, Mitchell, Polk, Rowan, Rutherford, Stanly, Swain, Transylvania, Union, Watauga, Wilkes, and Yancey"|""|""|""|""
"2018"|"Hurricane Michael"|"State of emergency lifted"|"3"|"2018-10-31"|""|""|"NC"|"Entire State"|""|""|""|""
"2018"|"Hurricane Michael"|"State of emergency"|"0"|"2018-10-11"|""|""|"VA"|"Entire state"|""|""|""|""
"2019"|"Hurricane Barry"|"State of emergency"|"0"|"2019-07-10"|""|""|"LA"|"Entire state"|""|""|""|""
"2019"|"Hurricane Barry"|"State of emergency"|"0"|"2019-07-12"|""|""|"MS"|"Entire state"|""|""|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-10"|"15:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2019-07-10"|"15:00:00"
"2019"|"Hurricane Barry"|"Mandatory evacuation order"|"1"|"2019-07-11"|"08:45:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2019-07-11"|"12:00:00"
"2019"|"Hurricane Barry"|"Mandatory evacuation order"|"1"|"2019-07-11"|"07:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Residents in the lower lying Lafitte, Crown Point, Barataria and town of Jean Lafitte"|"2019-07-11"|"14:00:00"
"2019"|"Hurricane Barry"|"Mandatory evacuation order"|"1"|"2019-07-10"|"15:30:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Entire  East Bank of Plaquemines Parish and West Bank starting at Oakville (Floodgate) south to Venice"|"2019-07-11"|"06:00:00"
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-10"|"15:30:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Entire  East Bank of Plaquemines Parish and West Bank starting at Oakville (Floodgate) south to Venice"|"2019-07-10"|"16:00:00"
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-10"|"16:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"All residents and businesses South of the Leon Theriot Flood Gate"|"2019-07-10"|"16:00:00"
"2019"|"Hurricane Barry"|"Mandatory evacuation order"|"1"|"2019-07-12"|"06:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"All residents and businesses South of the Leon Theriot Flood Gate"|"2019-07-12"|"06:00:00"
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"17:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"All areas south of the Leon Theriot Lock in Golden Meadow including Port Fourchon"|"2019-07-11"|"17:00:00"
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-13"|"16:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Residents in in Point Aux Chenes"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"14:40:00"|"CDT"|"LA"|"St. Charles Parish"|"22089"|"Residents who live in low-lying areas that generally have issues with flooding during heavy rain and storm surge events"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-12"|"15:40:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"For areas outside the hurricane levee system, including Venetian Isles, Lake Catherine and Irish Bayou"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"20:00:00"|"CDT"|"LA"|"St. John the Baptist Parish"|"22095"|"Residents living in low-lying areas, including Pleasure Bend, Frenier Landing, Akers and Peavine Road"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"18:00:00"|"CDT"|"LA"|"Tangipahoa Parish"|"22105"|"Residents in low-lying areas south of LA 22."|""|""
"2019"|"Hurricane Barry"|"Mandatory evacuation order"|"1"|"2019-07-13"|"13:50:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"All areas long LA Hwy 315 and Brady Road below or south of Falgout Canal."|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"17:50:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"All areas of the parish outside of the Morganza hurricane levee and in all Zone 1 areas of the parish"|"2019-07-12"|"07:00:00"
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-10"|"17:30:00"|"CDT"|"LA"|"Acadia Parish"|"22001"|"Residents residing south of Highway 92 (southern Acadia Parish) in a low lying area"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"15:00:00"|"CDT"|"LA"|"Vermilion Parish"|"22113"|"Low-lying areas in Vermilion Parish"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"11:00:00"|"CDT"|"LA"|"Cameron Parish"|"22023"|"Residents of all areas below the Intracoastal Waterway. This includes the communities of Hackberry, Johnson Bayou, Holly Beach, Cameron, Creole, Grand Chenier and Big Lake."|"2019-07-11"|"12:00:00"
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"11:30:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"South of Intracoastal Waterway which includes Burns Point and Cypremort Point"|""|""
"2019"|"Hurricane Barry"|"Mandatory evacuation order"|"1"|"2019-07-13"|"14:40:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"All Of Hwy 317 South From The Intracoastal Bridge To Burns Point"|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-11"|"15:30:00"|"CDT"|"LA"|"St. Martin Parish"|"22099"|"For Lower St. Martin Parish (Stephensville-Belle River) /St."|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-12"|"12:50:00"|"CDT"|"LA"|"Lafayette Parish"|"22055"|"Residents of manufactured housing or mobile homes, low lying areas, those with special needs and those who require uninterrupted electrical power."|""|""
"2019"|"Hurricane Barry"|"Voluntary evacuation order"|"2"|"2019-07-12"|"12:30:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"People living south of U.S. Highway 90 and other low-lying areas"|""|""
"2019"|"Hurricane Dorian"|"State of emergency"|"0"|"2019-08-28"|"14:00:00"|"EDT"|"FL"|"Baker, Bradford, Brevard, Broward, Clay, Duval, Flagler, Glades, Hendry, Highlands, Indian River, Lake, Martin, Miami-Dale, Monroe, Nassau, Okeechobee, Orange, Osceola, Palm Beach, Putnam, Seminole, St. Johns, St. Lucie, Volusia, Union"|""|""|"2019-08-28"|"14:00:00"
"2019"|"Hurricane Dorian"|"State of emergency"|"0"|"2019-08-29"|"11:00:00"|"EDT"|"FL"|"All 67 counties"|""|""|"2019-08-29"|"11:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-08-30"|"17:50:00"|"EDT"|"FL"|"Brevard County"|"12009"|"Those who live on the barrier islands, including areas from Kennedy Space Center south to the south beaches, and Merritt Island,; -Those in mobile homes or manufactured housing,; -Those in low-lying, flood-prone areas,; -Those with special medical needs such as electrical dependence."|"2019-09-01"|"08:00:00"
"2019"|"Hurricane Dorian"|"Notice"|"0"|"2019-08-31"|"14:30:00"|"EDT"|"FL"|"Brevard County"|"12009"|""|"2019-09-02"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|""|""|"FL"|"Osceola County"|"12097"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|""|""|"FL"|"Palm Beach County"|"12099"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|""|""|"FL"|"Glades County"|"12043"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|""|""|"FL"|"Hendry County"|"12051"|""|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-08-30"|"20:05:00"|"EDT"|"FL"|"Martin County"|"12085"|"For Zone A and Zone B. This includes Hutchinson Island, Jupiter Island, Sewall’s Point, low lying areas, and mobile and manufactured homes"|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"09:30:00"|"EDT"|"FL"|"Palm Beach County"|"12099"|"For Zone A and Zone B. Zone A includes mobile homes, sub-standard housing and low-lying areas prone to water intrusion. Zone B includes the barrier islands, land areas north and south of the Jupiter Inlet, and other surge-vulnerable areas south along the Intracoastal Waterway to the Broward County line."|"2019-09-01"|"13:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-08-31"|"14:30:00"|"EDT"|"FL"|"Brevard County"|"12009"|"Zone A, including all mobile and manufactured homes"|"2019-09-01"|"17:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"15:30:00"|"EDT"|"FL"|"St. Lucie County"|"12111"|"For residents on the barrier island (North and South Hutchinson Island), those living in low-lying coastal areas and mobile homes"|"2019-09-01"|"14:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"13:45:00"|"EDT"|"FL"|"St. Johns County"|"12109"|"For Zone A and Zone B, which includes the entire cities of St. Augustine and St. Augustine Beach, and those living on waterfront property or in flood-prone areas"|"2019-09-02"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|"10:30:00"|"EDT"|"FL"|"Osceola County"|"12097"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|"10:30:00"|"EDT"|"FL"|"Glades County"|"12043"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|"10:30:00"|"EDT"|"FL"|"Hendry County"|"12051"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|"10:30:00"|"EDT"|"FL"|"Indian River County"|"12061"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|"10:30:00"|"EDT"|"FL"|"Okeechobee County"|"12093"|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-01"|"10:30:00"|"EDT"|"FL"|"Highlands County"|"12055"|""|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order rescinded"|"3"|"2019-08-31"|"18:00:00"|"EDT"|"FL"|"Martin County"|"12085"|""|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"22:45:00"|"EDT"|"FL"|"Martin County"|"12085"|"For Zone A and Zone B. This includes Hutchinson Island, Jupiter Island, Sewall’s Point, low lying areas, and mobile and manufactured homes"|"2019-09-01"|"13:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"14:20:00"|"EDT"|"FL"|"Volusia County"|"12127"|"For residents who live on the beachside and in low-lying areas, RVs and mobile homes"|"2019-09-02"|"10:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"17:10:00"|"EDT"|"FL"|"Duval County"|"12031"|"For Zones A and B, as well as Huguenot and Hanna parks, at 8:00 a.m. on Monday, Sept. 2"|"2019-09-02"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"11:25:00"|"EDT"|"FL"|"Indian River County"|"12061"|"For all areas east of U.S. Highway 1, including the barrier islands"|"2019-09-02"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"17:00:00"|"EDT"|"FL"|"Nassau County"|"12089"|"Zones A, C and F"|"2019-09-02"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|""|""|"FL"|"Osceola County"|"12097"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|""|""|"FL"|"Glades County"|"12043"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|""|""|"FL"|"Hendry County"|"12051"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|""|""|"FL"|"Okeechobee County"|"12093"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|""|""|"FL"|"Highlands County"|"12055"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"22:40:00"|"EDT"|"FL"|"Flagler County"|"12035"|"Nursing homes, assisted living facilities, &amp; group homes within zones A, B, and F, and flood prone areas."|"2019-09-02"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"13:00:00"|"EDT"|"FL"|"Putnam County"|"12107"|"Evacuation Zone A, persons in low lying areas living on boats, recreational vehicles and mobile homes."|"2019-09-02"|"13:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"15:00:00"|"EDT"|"FL"|"Clay County"|"12019"|"Zones A and B, and for any low-lying areas and manufactured homes or other vulnerable housing"|"2019-09-03"|"15:00:00"
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-04"|"08:50:00"|"EDT"|"FL"|"Brevard County"|"12009"|""|""|""
"2019"|"Hurricane Dorian"|"Notice"|"0"|"2019-09-05"|""|""|"FL"|"Clay County"|"12019"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Notice"|"0"|"2019-09-05"|""|""|"FL"|"Duval County"|"12031"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Notice"|"0"|"2019-09-05"|""|""|"FL"|"Nassau County"|"12089"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Notice"|"0"|"2019-09-05"|""|""|"FL"|"Putnam County"|"12107"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Notice"|"0"|"2019-09-05"|""|""|"FL"|"St. Johns County"|"12109"|"Coastal areas"|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Brevard County"|"12009"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Flagler County"|"12035"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Indian River County"|"12061"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Martin County"|"12085"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Palm Beach County"|"12099"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"St. Lucie County"|"12111"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Hendry County"|"12051"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Highlands County"|"12055"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Okeechobee County"|"12093"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Osceola County"|"12097"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Volusia County"|"12127"|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"06:00:00"|"EDT"|"FL"|"Glades County"|"12043"|""|""|""
"2019"|"Hurricane Dorian"|"State of emergency lifted"|"3"|"2019-09-20"|""|""|"FL"|"Alachua, Bay, Bradroed, Calhoun, Charlotte, Citrus, Collier, Columbia, DeSoto, Dixie, Escambia, Franklin, Gadsden, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Hillsborough, Holmes, Jackson, Jefferson, Lafayette, Lee, Leon, Levy, Liberty, Madison, Manatee, Marion, Olaloosa, Pasco, Pinellas, Polk, Santa Rosa, Sarasota, Sumter, Suwannee, Taylor, Union, Wakulla, Walton, Washington"|""|""|""|""
"2019"|"Hurricane Dorian"|"State of emergency extended for 60 days"|"0"|"2019-10-25"|""|""|"FL"|"Brevard, Duval, Flagler, Indian River, Martin, Nassau, Osceola, Palm Beach, Putnam, Seminole, St. Johns, St. Lucie"|""|""|""|""
"2019"|"Hurricane Dorian"|"State of emergency extended for 60 days"|"0"|"2019-12-19"|""|""|"FL"|"Brevard, Duval, Flagler, Indian River, Martin, Nassau, Osceola, Palm Beach, Putnam, Seminole, St. Johns, St. Lucie"|""|""|""|""
"2019"|"Hurricane Dorian"|"State of emergency extended for 60 days"|"0"|"2020-02-17"|""|""|"FL"|"Brevard, Duval, Flagler, Indian River, Martin, Nassau, Osceola, Palm Beach, Putnam, Seminole, St. Johns, St. Lucie"|""|""|""|""
"2019"|"Hurricane Dorian"|"State of emergency extended for 60 days"|"0"|"2020-04-17"|""|""|"FL"|"Brevard, Duval, Flagler, Indian River, Martin, Nassau, Osceola, Palm Beach, Putnam, Seminole, St. Johns, St. Lucie"|""|""|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-05"|"16:30:00"|"EDT"|"VA"|"Virginia Beach City"|"51810"|"People in the Sandbridge area"|"2019-09-05"|"18:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order lifted"|"3"|"2019-09-06"|"16:20:00"|"EDT"|"VA"|"Virginia Beach City"|"51810"|"Sandbridge area"|"2019-09-06"|"16:30:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-05"|"16:30:00"|"EDT"|"VA"|"Virginia Beach City"|"51810"|"Virginia Beach (Zone A and low-lying areas)"|"2019-09-05"|"18:00:00"
"2019"|"Hurricane Dorian"|"State of emergency"|"0"|"2019-09-02"|"16:50:00"|"EDT"|"VA"|"All"|""|""|""|""
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-05"|"16:15:00"|"EDT"|"VA"|"Chesapeake City"|"51550"|"Zone A"|"2019-09-05"|"16:15:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-05"|"16:15:00"|"EDT"|"VA"|"Norfolk City"|"51710"|"Zone A"|"2019-09-05"|"16:15:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-05"|"11:30:00"|"EDT"|"VA"|"Portsmouth City"|"51740"|"Zone A"|"2019-09-05"|"12:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-05"|"15:30:00"|"EDT"|"VA"|"Gloucester County"|"51073"|"Zone A"|""|""
"2019"|"Hurricane Dorian"|"State of emergency"|"0"|"2019-08-30"|""|""|"NC"|"All counties"|""|""|""|""
